forecast_id,location_id,city_name,latitude,longitude,timezone,forecast_time,forecast_date,forecast_hour,day_name,temperature,cloud_cover,wind_speed,wind_direction,solar_score,wind_score,recommendation
427,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-11 18:00:00,2026-06-11,18,Thursday,31.2,100,19.4,228,0,48.5,Moderate Renewable Potential
428,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-11 19:00:00,2026-06-11,19,Thursday,29.8,100,18.4,222,0,46.0,Moderate Renewable Potential
429,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-11 20:00:00,2026-06-11,20,Thursday,28.8,100,18.0,209,0,45.0,Moderate Renewable Potential
430,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-11 21:00:00,2026-06-11,21,Thursday,27.5,23,17.9,199,77,44.75,Strong Solar Potential
431,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-11 22:00:00,2026-06-11,22,Thursday,26.7,0,15.1,205,100,37.75,Strong Solar Potential
432,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-11 23:00:00,2026-06-11,23,Thursday,26.1,0,14.8,209,100,37.0,Strong Solar Potential
433,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 00:00:00,2026-06-12,0,Friday,25.9,0,16.3,205,100,40.75,Strong Solar Potential
434,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 01:00:00,2026-06-12,1,Friday,26.0,42,17.2,213,58,43.0,Moderate Renewable Potential
435,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 02:00:00,2026-06-12,2,Friday,24.0,100,17.2,217,0,43.0,Low Renewable Potential
436,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 03:00:00,2026-06-12,3,Friday,23.7,100,15.5,222,0,38.75,Low Renewable Potential
437,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 04:00:00,2026-06-12,4,Friday,23.4,100,14.1,220,0,35.25,Low Renewable Potential
438,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 05:00:00,2026-06-12,5,Friday,22.8,100,15.6,232,0,39.0,Low Renewable Potential
439,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 06:00:00,2026-06-12,6,Friday,22.2,100,24.7,289,0,61.75,Moderate Renewable Potential
440,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 07:00:00,2026-06-12,7,Friday,20.9,100,13.8,298,0,34.5,Low Renewable Potential
441,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 08:00:00,2026-06-12,8,Friday,21.7,100,2.6,236,0,6.5,Low Renewable Potential
442,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 09:00:00,2026-06-12,9,Friday,22.6,100,6.0,253,0,15.0,Low Renewable Potential
443,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 10:00:00,2026-06-12,10,Friday,23.9,100,8.7,275,0,21.75,Low Renewable Potential
444,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 11:00:00,2026-06-12,11,Friday,24.6,100,8.8,305,0,22.0,Low Renewable Potential
445,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 12:00:00,2026-06-12,12,Friday,26.1,100,9.9,316,0,24.75,Low Renewable Potential
446,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 13:00:00,2026-06-12,13,Friday,27.9,93,11.5,316,7,28.75,Low Renewable Potential
447,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 14:00:00,2026-06-12,14,Friday,29.0,12,13.6,323,88,34.0,Strong Solar Potential
448,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 15:00:00,2026-06-12,15,Friday,29.2,12,15.1,327,88,37.75,Strong Solar Potential
449,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 16:00:00,2026-06-12,16,Friday,29.4,98,15.3,315,2,38.25,Low Renewable Potential
450,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 17:00:00,2026-06-12,17,Friday,28.8,100,17.1,316,0,42.75,Low Renewable Potential
451,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 18:00:00,2026-06-12,18,Friday,28.2,100,16.7,323,0,41.75,Low Renewable Potential
452,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 19:00:00,2026-06-12,19,Friday,27.1,100,16.3,329,0,40.75,Low Renewable Potential
453,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 20:00:00,2026-06-12,20,Friday,25.8,100,12.7,335,0,31.75,Low Renewable Potential
454,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 21:00:00,2026-06-12,21,Friday,24.5,100,10.0,330,0,25.0,Low Renewable Potential
455,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 22:00:00,2026-06-12,22,Friday,23.5,0,9.2,329,100,23.0,Strong Solar Potential
456,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-12 23:00:00,2026-06-12,23,Friday,22.7,0,8.7,336,100,21.75,Strong Solar Potential
457,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 00:00:00,2026-06-13,0,Saturday,21.9,100,7.2,333,0,18.0,Low Renewable Potential
458,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 01:00:00,2026-06-13,1,Saturday,21.3,100,6.2,350,0,15.5,Low Renewable Potential
459,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 02:00:00,2026-06-13,2,Saturday,20.7,100,8.7,355,0,21.75,Low Renewable Potential
460,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 03:00:00,2026-06-13,3,Saturday,19.9,100,7.0,12,0,17.5,Low Renewable Potential
461,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 04:00:00,2026-06-13,4,Saturday,19.4,100,6.2,54,0,15.5,Low Renewable Potential
462,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 05:00:00,2026-06-13,5,Saturday,18.9,100,4.9,73,0,12.25,Low Renewable Potential
463,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 06:00:00,2026-06-13,6,Saturday,18.4,0,6.3,77,100,15.75,Strong Solar Potential
464,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 07:00:00,2026-06-13,7,Saturday,18.3,0,6.5,93,100,16.25,Strong Solar Potential
465,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 08:00:00,2026-06-13,8,Saturday,19.6,0,6.4,117,100,16.0,Strong Solar Potential
466,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 09:00:00,2026-06-13,9,Saturday,21.4,0,6.9,133,100,17.25,Strong Solar Potential
467,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 10:00:00,2026-06-13,10,Saturday,23.0,69,8.0,153,31,20.0,Low Renewable Potential
468,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 11:00:00,2026-06-13,11,Saturday,24.4,5,10.0,165,95,25.0,Strong Solar Potential
469,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 12:00:00,2026-06-13,12,Saturday,25.9,7,9.7,182,93,24.25,Strong Solar Potential
470,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 13:00:00,2026-06-13,13,Saturday,27.0,100,8.5,192,0,21.25,Low Renewable Potential
471,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 14:00:00,2026-06-13,14,Saturday,27.1,100,9.7,195,0,24.25,Low Renewable Potential
472,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 15:00:00,2026-06-13,15,Saturday,27.3,100,8.2,209,0,20.5,Low Renewable Potential
473,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 16:00:00,2026-06-13,16,Saturday,27.3,100,7.1,229,0,17.75,Low Renewable Potential
474,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 17:00:00,2026-06-13,17,Saturday,27.1,100,6.8,252,0,17.0,Low Renewable Potential
475,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 18:00:00,2026-06-13,18,Saturday,26.6,100,6.8,267,0,17.0,Low Renewable Potential
476,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 19:00:00,2026-06-13,19,Saturday,26.0,100,6.5,276,0,16.25,Low Renewable Potential
477,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 20:00:00,2026-06-13,20,Saturday,25.3,100,6.0,287,0,15.0,Low Renewable Potential
478,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 21:00:00,2026-06-13,21,Saturday,24.5,100,5.3,298,0,13.25,Low Renewable Potential
479,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 22:00:00,2026-06-13,22,Saturday,23.6,100,4.6,309,0,11.5,Low Renewable Potential
480,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-13 23:00:00,2026-06-13,23,Saturday,22.9,100,4.3,318,0,10.75,Low Renewable Potential
481,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 00:00:00,2026-06-14,0,Sunday,22.4,100,4.1,315,0,10.25,Low Renewable Potential
482,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 01:00:00,2026-06-14,1,Sunday,22.2,100,3.9,304,0,9.75,Low Renewable Potential
483,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 02:00:00,2026-06-14,2,Sunday,21.9,100,3.9,304,0,9.75,Low Renewable Potential
484,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 03:00:00,2026-06-14,3,Sunday,21.5,100,3.8,319,0,9.5,Low Renewable Potential
485,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 04:00:00,2026-06-14,4,Sunday,21.1,100,4.7,337,0,11.75,Low Renewable Potential
486,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 05:00:00,2026-06-14,5,Sunday,20.8,100,5.8,353,0,14.5,Low Renewable Potential
487,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 06:00:00,2026-06-14,6,Sunday,20.4,89,6.8,3,11,17.0,Low Renewable Potential
488,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 07:00:00,2026-06-14,7,Sunday,20.2,74,7.8,13,26,19.5,Low Renewable Potential
489,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 08:00:00,2026-06-14,8,Sunday,20.5,57,8.8,19,43,22.0,Low Renewable Potential
490,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 09:00:00,2026-06-14,9,Sunday,21.6,37,9.4,23,63,23.5,Moderate Renewable Potential
491,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 10:00:00,2026-06-14,10,Sunday,23.3,16,9.7,27,84,24.25,Strong Solar Potential
492,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 11:00:00,2026-06-14,11,Sunday,24.9,4,9.5,29,96,23.75,Strong Solar Potential
493,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 12:00:00,2026-06-14,12,Sunday,26.2,7,8.9,32,93,22.25,Strong Solar Potential
494,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 13:00:00,2026-06-14,13,Sunday,27.5,19,8.1,32,81,20.25,Strong Solar Potential
495,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 14:00:00,2026-06-14,14,Sunday,28.5,33,7.8,34,67,19.5,Moderate Renewable Potential
496,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 15:00:00,2026-06-14,15,Sunday,29.1,50,8.9,32,50,22.25,Moderate Renewable Potential
497,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 16:00:00,2026-06-14,16,Sunday,29.4,69,10.3,29,31,25.75,Low Renewable Potential
498,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 17:00:00,2026-06-14,17,Sunday,29.1,84,11.9,29,16,29.75,Low Renewable Potential
499,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 18:00:00,2026-06-14,18,Sunday,27.7,93,13.2,29,7,33.0,Low Renewable Potential
500,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 19:00:00,2026-06-14,19,Sunday,25.6,97,14.7,31,3,36.75,Low Renewable Potential
501,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 20:00:00,2026-06-14,20,Sunday,23.9,100,15.4,33,0,38.5,Low Renewable Potential
502,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 21:00:00,2026-06-14,21,Sunday,22.9,100,15.0,35,0,37.5,Low Renewable Potential
503,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 22:00:00,2026-06-14,22,Sunday,22.2,100,13.8,39,0,34.5,Low Renewable Potential
504,3,Indianapolis,39.7684,-86.1581,America/Indiana/Indianapolis,2026-06-14 23:00:00,2026-06-14,23,Sunday,21.6,100,12.7,43,0,31.75,Low Renewable Potential
